,Zygote,2C,4C,8C,E6.5,E7.5,mES2iL,8-rep1,8-rep2
chr3-50100001-50200000,0.1635,0.0,0.0,0.0,0.0,0.0,0.4286,0.0,0.0
chr3-50200001-50300000,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0
chr3-50300001-50400000,0.3292,0.1007,0.0,0.0803,0.5932,0.6178,0.3399,0.0,0.375
chr3-50400001-50500000,0.0,0.0,0.0,0.0,0.0,0.0,0.4532,0.075,0.0
chr3-50500001-50600000,0.2868,0.3448,0.0,0.0,0.7097,0.6753,0.5833,0.0,0.0
chr3-50600001-50700000,0.0463,0.05,0.0,0.1,0.5519,0.6972,0.3686,0.0,0.0
chr3-50700001-50800000,0.0,0.0,0.0,0.0,0.0,0.0,0.2835,0.1667,0.1477
chr3-50800001-50900000,0.0281,0.0814,0.0763,0.0855,0.5444,0.785,0.2449,0.1722,0.1449
chr3-50900001-51000000,0.1652,0.1161,0.2,0.0256,0.693,0.7562,0.4107,0.2062,0.3225
chr3-51000001-51100000,0.1195,0.03,0.3382,0.141,0.5107,0.6296,0.4334,0.0,0.2545
chr3-5100001-5200000,0.0,0.0357,0.0,0.0,0.0,0.9,0.562,0.0,0.0
chr3-51100001-51200000,0.0313,0.0102,0.4578,0.0,0.6293,0.6906,0.3414,0.2599,0.228
chr3-51200001-51300000,0.0429,0.0441,0.0009,0.0006,0.0567,0.0591,0.0626,0.0124,0.0307
chr3-51300001-51400000,0.0048,0.0171,0.0244,0.012,0.0237,0.0303,0.049,0.0174,0.0597
chr3-51400001-51500000,0.0155,0.0181,0.0141,0.0004,0.012,0.0127,0.0262,0.0209,0.0241
chr3-51500001-51600000,0.0335,0.0093,0.0224,0.0121,0.1816,0.195,0.158,0.0958,0.0534
chr3-51600001-51700000,0.0866,0.077,0.2841,0.0886,0.6694,0.7874,0.2917,0.2114,0.1867
chr3-51700001-51800000,0.1366,0.1194,0.2872,0.054,0.4714,0.5631,0.4109,0.1759,0.2696
chr3-51800001-51900000,0.0851,0.1335,0.0,0.0,0.8079,0.8546,0.4537,0.3403,0.3673
chr3-51900001-52000000,0.118,0.1179,0.0781,0.1768,0.7095,0.7154,0.4318,0.3266,0.3592
chr3-52000001-52100000,0.3229,0.2883,0.4,0.1016,0.3406,0.3065,0.3402,0.2627,0.229
chr3-5200001-5300000,0.0625,0.0447,0.0,0.0,0.0883,0.0571,0.0751,0.0,0.0577
chr3-52100001-52200000,0.0407,0.0601,0.0,0.046,0.0722,0.0608,0.2015,0.1147,0.0054
chr3-52200001-52300000,0.0212,0.0373,0.1667,0.0244,0.0451,0.0658,0.0428,0.0038,0.0223
chr3-52300001-52400000,0.1549,0.1524,0.0,0.0,0.7577,0.7805,0.2856,0.1429,0.5412
chr3-52400001-52500000,0.3639,0.1362,0.9737,0.1947,0.866,0.8519,0.3092,0.0,0.1389
chr3-52500001-52600000,0.0278,0.0139,0.5,0.0,0.7213,0.7347,0.4558,0.3714,0.175
chr3-52600001-52700000,0.0333,0.0015,0.3705,0.0,0.7163,0.8044,0.2716,0.35,0.1548
chr3-52700001-52800000,0.0,0.3793,0.0,0.0,0.0,0.0,0.3139,0.25,0.0
chr3-52800001-52900000,0.3954,0.3566,0.0,0.0,0.8105,0.6357,0.4362,0.25,0.131
chr3-52900001-53000000,0.3256,0.2598,0.0,0.0,0.7884,0.804,0.295,0.1389,0.3514
chr3-53000001-53100000,0.0382,0.0665,0.0909,0.0167,0.1002,0.1061,0.1604,0.1379,0.036
chr3-5300001-5400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr3-53100001-53200000,0.2094,0.16,1.0,0.4033,0.5427,0.7072,0.431,0.1932,0.1238
chr3-53200001-53300000,0.587,0.2988,0.0,0.2,0.7939,0.7725,0.3943,0.1944,0.0
chr3-53300001-53400000,0.2492,0.3391,0.1011,0.1352,0.4544,0.7421,0.4111,0.2744,0.325
chr3-53400001-53500000,0.0498,0.0674,0.1019,0.0588,0.3695,0.4371,0.1789,0.0908,0.0923
chr3-53500001-53600000,0.1811,0.1583,0.1864,0.2832,0.681,0.7277,0.2851,0.2569,0.2057
chr3-53600001-53700000,0.0522,0.0158,0.0006,0.0463,0.1284,0.1063,0.1755,0.3267,0.1447
chr3-53700001-53800000,0.1946,0.3431,0.0,0.1708,0.5067,0.6347,0.3548,0.3182,0.1375
chr3-53800001-53900000,0.0027,0.1245,0.0042,0.0038,0.068,0.082,0.1661,0.0096,0.0866
chr3-53900001-54000000,0.25,0.0,0.0,0.0,0.6562,0.8182,0.1154,0.0,0.0
chr3-54000001-54100000,0.0,0.0,0.0,0.1588,0.7143,0.8333,0.3084,0.0,0.3333
chr3-5400001-5500000,0.0,0.0476,0.0,0.0,0.0,0.6667,0.5333,0.0435,0.0098
chr3-54100001-54200000,0.1741,0.1664,1.0,0.4806,0.6137,0.4775,0.2884,0.0329,0.1133
chr3-54200001-54300000,0.0,0.25,0.0,0.0,0.2895,0.375,0.4466,0.0,0.25
chr3-54300001-54400000,0.0,0.25,0.0,0.0,0.0,0.0,0.6114,0.0,0.25
chr3-54400001-54500000,0.0,0.0,0.0,0.0,0.0,0.0,0.6458,1.0,0.0
chr3-54500001-54600000,0.268,0.0359,0.0,0.2914,0.6042,0.9583,0.4636,0.0,0.3
chr3-54600001-54700000,0.0154,0.0157,0.2687,0.0,0.155,0.2267,0.1574,0.0405,0.0128
chr3-54700001-54800000,0.0848,0.0368,0.0681,0.0169,0.1961,0.2089,0.0733,0.0894,0.0632
chr3-54800001-54900000,0.0383,0.0186,0.0455,0.001,0.1429,0.1369,0.1828,0.0679,0.0656
chr3-54900001-55000000,0.0238,0.0083,0.0,0.0194,0.0979,0.0644,0.0779,0.0,0.12
chr3-55000001-55100000,0.0286,0.0102,0.0,0.087,0.0983,0.0579,0.1049,0.0147,0.0048
chr3-5500001-5600000,0.0,0.0206,0.0,0.1295,0.0135,0.0153,0.1036,0.0794,0.367
chr3-55100001-55200000,0.1305,0.1028,0.1111,0.063,0.3521,0.4041,0.2156,0.133,0.1272
chr3-55200001-55300000,0.0462,0.0139,0.0,0.0769,0.1795,0.2153,0.2591,0.1548,0.0901
chr3-55300001-55400000,0.1647,0.0793,0.4025,0.1878,0.6099,0.7438,0.4027,0.2021,0.2805
chr3-55400001-55500000,0.2078,0.316,0.3857,0.0,0.6436,0.7113,0.4658,0.0833,0.1
chr3-55500001-55600000,0.0,0.0,0.0065,0.0168,0.7362,0.6878,0.4169,0.6,0.3631
chr3-55600001-55700000,0.0,0.0,0.0,0.0,0.0,0.0,0.3819,0.1875,0.0
chr3-55700001-55800000,0.0651,0.0257,0.0,0.0262,0.0811,0.0913,0.2092,0.0602,0.2141
chr3-55800001-55900000,0.0,0.3333,0.0,0.0,0.0,0.0,0.5194,0.2357,0.2262
chr3-55900001-56000000,0.0,0.0,0.0,0.3333,0.0,0.0,0.168,0.0,0.0
chr3-56000001-56100000,0.9758,0.7381,0.0,0.0,0.5581,0.5594,0.2754,0.1833,0.2311
chr3-5600001-5700000,0.0,0.0,0.0,0.3243,0.0,0.0,0.0294,0.0,0.0
chr3-56100001-56200000,0.0339,0.0142,0.0008,0.0031,0.0417,0.0148,0.008,0.0435,0.0134
chr3-56200001-56300000,0.163,0.3333,0.0,0.2386,0.6896,0.7775,0.4687,0.0458,0.1018
chr3-56300001-56400000,0.0,0.0,0.0,0.0,0.0,0.0,0.2933,0.23,0.1786
chr3-56400001-56500000,0.489,0.4349,0.0,0.0,0.44,0.543,0.4021,0.4667,0.51
chr3-56500001-56600000,0.0,0.0,0.0,0.0,0.0,0.6667,0.5446,0.0,0.0909
chr3-56600001-56700000,0.1486,0.1047,0.0,0.0,0.7381,0.8649,0.0,0.3056,0.4073
chr3-56700001-56800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr3-56800001-56900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr3-56900001-57000000,0.0,1.0,0.0,0.0,0.0,0.0,0.6667,0.0,0.0
chr3-57000001-57100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0732,0.2112
chr3-5700001-5800000,0.0,0.0,0.0,0.0,0.0,0.0,0.569,1.0,0.8608
chr3-57100001-57200000,0.0,0.0,0.0,0.0,0.0,0.0,0.2816,0.1833,0.1454
chr3-57200001-57300000,0.0,0.0,0.0,0.0,0.0,0.0,0.3473,0.2375,0.3
chr3-57300001-57400000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5929,0.5212
chr3-57400001-57500000,0.1488,0.249,0.0,0.2687,0.0,0.9565,0.3117,0.12,0.1
chr3-57500001-57600000,0.1091,0.0917,1.0,0.0476,0.0808,0.0944,0.0786,0.0779,0.0431
chr3-57600001-57700000,0.0202,0.0079,0.0,0.0,0.0562,0.0885,0.3409,0.0192,0.0
chr3-57700001-57800000,0.0357,0.0351,0.0,0.0476,0.1193,0.1424,0.3309,0.0667,0.0706
chr3-57800001-57900000,0.0363,0.0513,0.0,0.0165,0.0256,0.0326,0.046,0.113,0.0941
chr3-57900001-58000000,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,0.0
chr3-58000001-58100000,0.0486,0.0,0.0,0.0,0.5857,0.0,0.3179,0.0,0.0
chr3-5800001-5900000,0.0466,0.1449,0.1097,0.2355,0.0919,0.1741,0.2979,0.6611,0.5378
chr3-58100001-58200000,0.0,0.0,0.0,0.0,0.0,0.0,0.3375,0.5,0.8
chr3-58200001-58300000,0.3383,0.3333,0.0,0.0,0.4,0.7665,0.2685,0.0,0.1094
chr3-58300001-58400000,0.0,0.0,0.0,0.0,0.9167,0.6842,0.4807,0.0,0.0
chr3-58400001-58500000,0.0082,0.007,0.029,0.022,0.0248,0.0198,0.0067,0.0061,0.0121
chr3-58500001-58600000,0.0056,0.024,0.0,0.009,0.0126,0.022,0.0322,0.0,0.0375
chr3-58600001-58700000,0.0125,0.0196,0.0005,0.0043,0.0154,0.0327,0.0997,0.0086,0.0184
chr3-58700001-58800000,0.0,0.0,0.0,0.0,0.0,0.0,0.2857,0.0833,0.1378
chr3-58800001-58900000,0.2483,0.1,0.0,0.4,0.6587,0.6528,0.6046,0.1939,0.25
chr3-58900001-59000000,0.2016,0.1011,0.1,0.1667,0.2101,0.2108,0.2991,0.0455,0.1048
chr3-59000001-59100000,0.011,0.0349,0.0003,0.0037,0.024,0.0256,0.1197,0.0385,0.035
chr3-5900001-6000000,0.722,0.5237,0.5391,0.0,0.7186,0.7785,0.4022,0.1316,0.1589
chr3-59100001-59200000,0.0,0.0,0.0,0.0,0.0,0.0,0.5208,0.0,1.0
chr3-59200001-59300000,0.25,0.0,0.0,0.0,0.8571,0.0,0.4683,0.1571,0.1244
chr3-59300001-59400000,0.0966,0.3072,0.26,0.0,0.5096,0.5548,0.2855,0.37,0.2222
chr3-59400001-59500000,0.1082,0.2573,0.25,0.6,0.7028,0.859,0.4326,0.4608,0.305
chr3-59500001-59600000,0.5611,0.8056,0.0,0.0,0.7175,0.8658,0.6816,0.3056,0.2179
chr3-59600001-59700000,0.7917,0.7457,0.6596,0.0,0.8943,0.8106,0.5758,0.2369,0.2813
chr3-59700001-59800000,0.2113,0.3834,0.6667,0.0,0.4959,0.6914,0.6855,0.0,0.2303
chr3-59800001-59900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3667
chr3-59900001-60000000,0.625,0.375,0.0,0.0,0.0,0.0,0.2333,0.0,0.0
chr3-60000001-60100000,0.0,0.0,0.0,0.0,0.0,0.0,0.4314,0.0,0.0
chr3-6000001-6100000,0.6133,0.5197,0.0,0.9286,0.7817,0.8833,0.5517,0.2179,0.5
chr3-600001-700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr3-60100001-60200000,0.0,0.0,0.0,0.0,0.0,0.0,0.2381,0.0,0.0
chr3-60200001-60300000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chr3-60300001-60400000,0.0,0.0,0.0,0.0,0.0,0.0,0.3858,0.0,0.0
chr3-60400001-60500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr3-60500001-60600000,0.0358,0.019,0.25,0.0032,0.0332,0.0325,0.0597,0.0286,0.0037
chr3-60600001-60700000,0.3446,0.2976,0.7619,0.2,0.4567,0.6362,0.375,0.0,0.0833
chr3-60700001-60800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0
chr3-60800001-60900000,0.0,0.0,0.0,0.0,0.0,0.0,0.2028,0.0,0.0
chr3-60900001-61000000,0.5385,0.7073,0.0,0.0,0.5833,0.7551,0.2201,0.8,0.2016
chr3-61000001-61100000,0.0002,0.0,0.0,0.0,0.0476,0.0603,0.1341,0.0,0.0429
chr3-6100001-6200000,0.0878,0.1607,0.0,0.0329,0.6833,0.7861,0.5344,0.1333,0.1527
chr3-61100001-61200000,0.0532,0.2937,0.0016,0.3333,0.3121,0.4064,0.2924,0.1145,0.0166
chr3-61200001-61300000,0.75,0.4167,0.6556,0.0,0.7167,0.0,0.4177,0.0,0.17
chr3-61300001-61400000,0.0357,0.0056,0.3265,0.053,0.0168,0.0172,0.137,0.0234,0.0057
chr3-61400001-61500000,0.2063,0.0,1.0,0.0,0.575,0.7982,0.0,0.2068,0.2228
chr3-61500001-61600000,0.0,0.0,0.0,0.0,0.0,0.0,0.4878,0.0,0.2
chr3-61600001-61700000,0.7493,0.9444,0.0,0.0,0.7508,0.9067,0.0,0.25,0.1491
chr3-61700001-61800000,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.25
chr3-61800001-61900000,0.6137,0.2083,0.4935,0.0,0.9146,0.8119,0.4186,0.0,0.0
chr3-61900001-62000000,0.254,0.6618,0.7474,0.0625,0.799,0.8839,0.6817,0.7333,0.4017
chr3-62000001-62100000,0.0,0.0,0.0,0.0,0.0,0.0,0.4986,0.0625,0.3315
chr3-6200001-6300000,0.9531,0.0,0.0,0.0,0.5833,0.8333,0.6426,0.2396,0.1456
chr3-62100001-62200000,0.364,0.5434,0.6667,0.4,0.5396,0.6021,0.6223,0.3696,0.3739
chr3-62200001-62300000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chr3-62300001-62400000,0.034,0.023,0.0,0.0016,0.0233,0.0147,0.0382,0.0027,0.0235
chr3-62400001-62500000,0.325,0.0,0.0,0.0,0.0,0.0,0.3504,0.0,0.0
chr3-62500001-62600000,0.0429,0.0363,0.0,0.0,0.0386,0.0489,0.0,0.112,0.1016
chr3-62600001-62700000,0.7148,0.741,0.0,0.0,0.8854,0.9,0.4374,0.4167,0.1333
chr3-62700001-62800000,0.2429,0.1607,0.0,0.0417,0.7361,0.8084,0.0,0.1875,0.25
chr3-62800001-62900000,0.0,0.0,0.0,0.0,0.5,0.8571,0.0,0.0,0.1404
chr3-62900001-63000000,0.3333,0.4449,0.0,0.2059,0.5671,0.8449,0.5684,0.0,0.2462
chr3-63000001-63100000,0.4167,0.3333,0.0,0.0,0.75,0.5,0.4191,0.0714,0.3738
chr3-6300001-6400000,0.6763,0.6353,0.6589,0.3333,0.7316,0.8361,0.5695,0.3725,0.3316
chr3-63100001-63200000,0.4559,0.5148,0.6518,0.4,0.8714,0.8915,0.6745,0.625,0.1111
chr3-63200001-63300000,0.0376,0.0814,0.0,0.0917,0.0666,0.073,0.2011,0.0,0.0
chr3-63300001-63400000,0.0,0.0,0.0,0.0,0.0,0.0,0.4413,0.5,0.3333
chr3-63400001-63500000,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
chr3-63500001-63600000,0.0,0.0,0.0,0.0,0.0,0.0,0.7165,0.0,0.0
chr3-63600001-63700000,0.0167,0.0,0.0,0.0,0.0,0.0,0.4462,0.0,0.0
chr3-63700001-63800000,0.3053,0.75,0.0,0.3333,0.8402,0.8812,0.6481,0.0,0.3333
chr3-63800001-63900000,0.3636,0.3166,0.4,0.1502,0.0415,0.0386,0.1888,0.006,0.011
chr3-63900001-64000000,0.0279,0.0608,0.0216,0.0112,0.0174,0.018,0.0132,0.2545,0.0865
chr3-64000001-64100000,0.4,0.0,0.8889,0.0357,0.0588,0.3794,0.5608,0.2857,0.3971
chr3-6400001-6500000,0.3104,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.1625
chr3-64100001-64200000,0.5167,0.9667,0.0,0.75,0.8975,0.9868,0.7522,0.3333,0.1667
chr3-64200001-64300000,0.0,0.0,0.0,0.0,0.0,0.0,0.5462,0.25,0.0
chr3-64300001-64400000,0.3562,0.7654,0.0,0.3175,0.8278,0.7713,0.6817,0.0741,0.66
chr3-64400001-64500000,0.3167,0.1667,0.0,0.4931,0.8125,0.8571,0.7063,0.375,0.375
chr3-64500001-64600000,0.3824,0.1875,0.0,0.0,0.7391,0.8723,0.5321,0.0147,0.0646
chr3-64600001-64700000,0.0,0.0,0.0,0.5,0.75,0.0,0.6524,0.25,0.7347
chr3-64700001-64800000,0.3362,0.375,0.0,0.0,0.7292,0.6072,0.6953,0.0,0.3611
chr3-64800001-64900000,0.0,0.0,0.0,0.0,0.8333,0.0,0.5515,0.0,0.4103
chr3-64900001-65000000,0.0588,0.1176,0.0,0.0,0.1742,0.2874,0.1159,0.0,0.0643
chr3-65000001-65100000,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
chr3-6500001-6600000,0.0,0.0,0.0,0.0,0.0,0.0,0.275,0.0,0.0
chr3-65100001-65200000,0.0909,0.0,0.0,0.0,0.4375,0.2,0.2553,0.0758,0.0952
chr3-65200001-65300000,0.0,0.0,0.0,0.0,0.0,0.0,0.4264,0.0,0.0
chr3-65300001-65400000,0.0,0.0,0.0,0.0588,0.028,0.0587,0.1429,0.1857,0.0
chr3-65400001-65500000,0.3939,0.6413,0.0,0.0,0.6429,0.476,0.1958,0.0,0.1484
chr3-65500001-65600000,0.0825,0.0575,0.0298,0.0033,0.0304,0.0355,0.0725,0.0422,0.0301
chr3-65600001-65700000,0.045,0.0215,0.2082,0.0357,0.0598,0.0323,0.1489,0.0,0.0043
chr3-65700001-65800000,0.0,0.0,0.0,0.0,0.6667,0.0,0.484,0.0,0.0
chr3-65800001-65900000,0.0176,0.0066,0.0,0.0,0.1135,0.1152,0.236,0.1792,0.1778
chr3-65900001-66000000,0.0134,0.0057,0.0005,0.049,0.0414,0.0376,0.1014,0.0422,0.0251
chr3-66000001-66100000,0.0,0.1351,0.7458,0.0,0.6937,0.8285,0.3707,0.5,0.125
chr3-6600001-6700000,0.0,0.1528,0.0,0.0,0.0,0.0,0.6345,0.2857,0.2532
chr3-66100001-66200000,0.2227,0.0357,0.0,0.0,0.6081,0.7782,0.4787,0.2867,0.3409
chr3-66200001-66300000,0.0138,0.0,0.0,0.0,0.1802,0.1622,0.19,0.066,0.3061
chr3-66300001-66400000,0.0,0.0,0.0,0.0,0.0,0.0,0.4602,0.375,0.0
chr3-66400001-66500000,0.2084,0.3162,0.4206,0.0,0.5898,0.6558,0.4303,0.2,0.0
chr3-66500001-66600000,0.6667,0.75,1.0,0.0,0.7111,0.8169,0.4493,0.2,0.3056
chr3-66600001-66700000,0.3174,0.2711,0.1852,0.2,0.4863,0.554,0.4267,0.0804,0.083
chr3-66700001-66800000,0.4783,0.2143,0.0,0.4216,0.4211,0.9211,0.5,0.2857,0.3
chr3-66800001-66900000,0.0,0.0,0.0,0.0,0.7059,0.7667,0.517,0.1086,0.1351
chr3-66900001-67000000,0.0441,0.0117,0.0,0.0,0.0293,0.0358,0.034,0.0267,0.0333
chr3-67000001-67100000,0.5946,0.5892,0.0,0.7414,0.8737,0.806,0.3337,0.2009,0.1792
chr3-6700001-6800000,0.0,0.0,0.0,0.0,0.0,0.0,0.4361,0.0,0.0
chr3-67100001-67200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr3-67200001-67300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr3-67300001-67400000,0.0024,0.0,0.0,0.0,0.0503,0.0382,0.0946,0.0196,0.0286
chr3-67400001-67500000,0.146,0.3111,0.68,0.1161,0.3706,0.4123,0.2903,0.2203,0.0882
chr3-67500001-67600000,0.0286,0.0069,0.0,0.0385,0.0751,0.0733,0.0947,0.375,0.0536
chr3-67600001-67700000,0.05,0.3403,0.0788,0.0,0.7617,0.8889,0.4025,0.25,0.2404
chr3-67700001-67800000,0.2348,0.5759,0.425,0.5833,0.6084,0.8732,0.4313,0.1569,0.2043
chr3-67800001-67900000,0.0045,0.0902,0.0,0.0625,0.5879,0.6786,0.4337,0.1033,0.0769
chr3-67900001-68000000,0.0,0.2991,0.0,0.0,0.0,0.0,0.1679,0.0,0.2033
chr3-68000001-68100000,0.0,0.0,0.0,0.0,0.0,0.9032,0.7506,0.0,0.125
chr3-6800001-6900000,0.456,0.6667,0.0,0.0,0.8426,0.7546,0.3178,0.6058,0.1957
chr3-68100001-68200000,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
chr3-68200001-68300000,0.0,0.2,0.0,0.037,0.0,0.3793,0.3277,0.0,0.0
chr3-68300001-68400000,0.0,0.217,0.0,0.0,0.6364,0.725,0.4278,0.0,0.0
chr3-68400001-68500000,0.0209,0.0156,0.0,0.0019,0.0131,0.0534,0.0562,0.0,0.0279
chr3-68500001-68600000,0.2326,0.1034,0.0,0.1692,0.6164,0.6621,0.1781,0.2821,0.29
chr3-68600001-68700000,0.1,0.0,0.0,0.0993,0.6224,0.6448,0.3338,0.6,0.3289
chr3-68700001-68800000,0.0211,0.0,0.0,0.0,0.4875,0.5762,0.3994,0.2917,0.1063
chr3-68800001-68900000,0.0374,0.0147,0.0,0.0218,0.0469,0.0413,0.1406,0.0095,0.0132
chr3-68900001-69000000,0.7129,0.0817,1.0,0.1429,0.6568,0.7302,0.3166,0.2,0.25
chr3-69000001-69100000,0.0084,0.0041,0.0007,0.0062,0.009,0.0085,0.0541,0.0424,0.0327
chr3-6900001-7000000,0.6667,0.5,0.0,0.0,0.8333,0.0,0.3939,0.0476,0.14
chr3-69100001-69200000,0.0209,0.0114,0.0006,0.0107,0.0332,0.0313,0.1282,0.0746,0.0383
chr3-69200001-69300000,0.0746,0.096,0.0,0.0,0.5519,0.6782,0.2689,0.1048,0.0633
chr3-69300001-69400000,0.0675,0.0244,0.1254,0.0007,0.0626,0.066,0.1118,0.0041,0.0269
chr3-69400001-69500000,0.5758,0.5324,0.25,0.0476,0.8455,0.8486,0.4151,0.4313,0.1528
chr3-69500001-69600000,0.1941,0.0829,0.0,0.0606,0.2544,0.2617,0.2544,0.0263,0.092
chr3-69600001-69700000,0.0,0.0,0.0,0.0,0.6176,0.8846,0.335,0.0,0.2917
chr3-69700001-69800000,0.0174,0.0458,0.0825,0.0785,0.0789,0.1036,0.0903,0.0134,0.0175
chr3-69800001-69900000,0.0956,0.0,0.0,0.0301,0.1785,0.0887,0.1938,0.0,0.15
chr3-69900001-70000000,0.5888,0.2955,0.0,0.0,0.6057,0.8335,0.3273,0.0895,0.067
chr3-70000001-70100000,0.0677,0.0,0.3289,0.25,0.6875,0.8421,0.2743,0.295,0.2421
chr3-7000001-7100000,0.0667,0.2667,0.0,0.3472,0.0,1.0,0.6596,0.125,0.3482
chr3-700001-800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr3-70100001-70200000,0.0,0.0,0.0,0.0,0.0,0.0,0.4939,0.0,0.0
chr3-70200001-70300000,0.0,0.2692,0.0,0.0,0.0,0.0,0.5417,0.0,0.0
chr3-70300001-70400000,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0
chr3-70400001-70500000,0.0,0.0,0.0,0.0,0.0,0.0,0.6981,0.0,0.0
chr3-70500001-70600000,0.0,0.0,0.0,0.0,0.0,0.0,0.3704,0.0,0.1944
chr3-70600001-70700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176,0.0676
chr3-70700001-70800000,0.0,0.0,0.0,0.0,0.0,0.0,0.3205,0.1585,0.2377
chr3-70800001-70900000,1.0,0.4167,0.0,0.0,0.0,0.0,0.4503,0.0,0.1357
chr3-70900001-71000000,1.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.2625
chr3-71000001-71100000,0.0,0.0,0.0,0.0,0.0,0.0,0.4715,0.0,0.125
chr3-7100001-7200000,0.5042,0.7619,0.0,0.0,0.0,0.84,0.6937,0.0,0.2773
chr3-71100001-71200000,0.0435,1.0,0.0,0.9432,0.0,0.0,0.2321,0.25,0.1389
chr3-71200001-71300000,0.5892,0.0,0.0,0.0,0.8125,0.8684,0.5,0.0,0.3333
chr3-71300001-71400000,0.1364,0.0,0.0,0.0,0.56,0.6818,0.4822,0.0,0.1597
chr3-71400001-71500000,0.0,0.0,0.0,0.0,0.0,0.0,0.3667,0.0,0.0
chr3-71500001-71600000,0.0,0.0,0.0,0.0,0.0,0.0,0.3075,0.0,0.2619
chr3-71600001-71700000,0.75,0.0,0.0,0.0,0.0,0.0,0.1026,0.0,0.0
chr3-71700001-71800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr3-71800001-71900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr3-71900001-72000000,0.8,0.0,0.0,0.0,0.0,0.0,0.5641,0.0,0.0
chr3-72000001-72100000,0.7104,0.0,0.0,0.0,0.4038,0.6967,0.1167,0.0,0.25
chr3-7200001-7300000,0.3529,0.0,0.0,0.0,0.3333,0.2414,0.3134,0.0,0.0
chr3-72100001-72200000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chr3-72200001-72300000,0.2584,0.0,0.0,0.0,0.7778,0.8824,0.6071,0.1667,0.16
chr3-72300001-72400000,0.0,0.0,0.0,0.0,0.0,0.0,0.4447,0.0,0.0
chr3-72400001-72500000,0.8571,0.0,0.0,0.0,0.5,0.0,0.3408,0.0,0.2
chr3-72500001-72600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr3-72600001-72700000,0.0,0.0,0.0,0.0,0.1429,0.0,0.2709,0.0379,0.1722
chr3-72700001-72800000,0.0,0.775,0.0,0.5,0.0,0.0,0.7287,0.6759,0.548
chr3-72800001-72900000,0.1852,0.0921,0.0,0.0,0.5869,0.7344,0.1972,0.0,0.1731
chr3-72900001-73000000,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0
chr3-73000001-73100000,0.1683,0.0958,0.0,0.0833,0.2032,0.2051,0.1407,0.0,0.0938
chr3-7300001-7400000,0.0314,0.058,0.0,0.0,0.1693,0.1079,0.0629,0.0139,0.0333
chr3-73100001-73200000,0.0,0.0,0.0,0.0,0.0,0.5312,0.1251,0.0,0.0
chr3-73200001-73300000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr3-73300001-73400000,0.0,0.0,0.0,0.0,0.0,0.0,0.687,0.125,0.0
chr3-73400001-73500000,0.0,0.75,0.0,1.0,0.0,0.0,0.3907,0.2852,0.2333
chr3-73500001-73600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr3-73600001-73700000,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
chr3-73700001-73800000,0.0,0.0,0.0,0.0,0.0,0.0,0.1293,0.0,0.0
chr3-73800001-73900000,0.9259,0.5536,0.0,0.8389,0.8214,0.9405,0.5,0.067,0.4798
chr3-73900001-74000000,0.0,0.8889,0.0,0.0,0.4865,0.6667,0.6624,0.0,0.0
chr3-74000001-74100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr3-7400001-7500000,0.0,0.0,0.0,0.0,0.5,0.0,0.5179,0.0,0.0
